Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,1,,Monthly,OREGON,GILLIAM,41021,,,,,,273.97264569011105,278.19588736118453,271.2950481226864,1.2011797990481228,77.90983606557377,4.740416181914331,2.5501237440507665,0.5859878371232152,0.5287710206240084,1356.1985193019566,0.1625489159175039
2022,1,,Monthly,OREGON,GRANT,41023,,,,,,272.00519672131145,276.75530830248545,268.8016151947823,1.0386744227040363,59.86583818085669,5.636459721487749,2.109456724836947,0.2776307068570421,0.6805834655385158,1940.6851753922087,0.2442977260708619
2022,1,,Monthly,OREGON,HARNEY,41025,,,,,,271.98060586369616,278.00128715092444,268.09171370000774,0.4266645780150074,65.30007735746887,5.675370078131044,2.744680281581187,0.7907298677187282,0.5278169722286686,2337.470140017019,0.2163029318480699
2022,1,,Monthly,OREGON,HOOD RIVER,41027,,,,,,273.37655017921145,277.4941164874552,270.5783476702509,7.664573476702509,71.90465949820789,6.763998207885305,2.1910179211469534,0.5296720430107528,0.3447025089605735,1262.6528673835126,0.1887956989247312
2022,1,,Monthly,OREGON,JACKSON,41029,,,,,,277.69176018246986,282.6745571847507,274.24498305637013,1.7693857934180517,55.47774519387423,4.575093189964157,1.557043010752688,-0.1974473769957641,0.5724144672531769,2330.7722059302705,0.4031163245356793
2022,1,,Monthly,OREGON,JEFFERSON,41031,,,,,,274.5808520225294,279.75517562724013,271.238013312852,2.410690220174091,63.97388632872504,6.087880184331797,2.2213092677931385,0.8851479774705581,1.0237588325652842,1860.451868919611,0.2671577060931899
2022,1,,Monthly,OREGON,JOSEPHINE,41033,,,,,,278.96386420395424,283.574697710718,275.87902237252865,2.4233772112382934,60.94771071800208,5.44310197710718,1.743432882414152,0.2901534859521332,0.7456753381893861,2258.941415192508,0.3861420395421436
2022,1,,Monthly,OREGON,KLAMATH,41035,,,,,,271.7718321263989,277.4131311389072,267.6754600394997,2.2539897300855825,60.00857142857143,5.46808215931534,2.026551020408163,0.424140487162607,0.5460400263331139,2371.802383146807,0.235011323238973
2022,1,,Monthly,OREGON,LAKE,41037,,,,,,272.40134871254907,278.445548482818,268.34354226093615,0.8968513448836988,59.61601416674643,6.208742414090169,2.847093902555758,1.087008710634632,0.9305775820809804,2452.251526754092,0.2562880252704125
2022,1,,Monthly,OREGON,LANE,41039,,,,,,277.8990237778517,282.05641702693714,275.0696898902561,3.589838875956102,66.93947455936149,5.589161290322581,2.2648425340871303,0.2144489524442966,0.9662179913535084,1642.1415862986364,0.2986145660126372
2022,1,,Monthly,OREGON,LINCOLN,41041,,,,,,280.0668046594982,283.50194623655915,277.39278225806447,4.147525089605734,74.68055555555556,6.995475806451613,4.182294802867383,0.0570349462365591,2.3588646953405017,1442.6671146953406,0.2574820788530466
2022,1,,Monthly,OREGON,LINN,41043,,,,,,277.2375082290981,281.20201645819617,274.2574275839368,4.5747396313364055,67.20233706385781,5.638951942067149,2.4616685319289004,0.43199637919684,0.987159973666886,1486.2390717577352,0.2862939433838051
2022,1,,Monthly,OREGON,MALHEUR,41045,,,,,,270.46580252941646,275.1694015848875,267.31066813415515,0.4352426158648843,72.58971423997438,4.563358040502681,2.211788841751381,0.4466416393180181,0.319057312094773,2080.726366765389,0.149759225166093
2022,1,,Monthly,OREGON,MARION,41047,,,,,,276.9971764418377,281.0691691104594,274.0354120234604,4.745615835777127,70.91446725317694,5.932661290322581,3.1428406647116325,0.6018504398826979,1.2508445747800587,1389.409824046921,0.2467839687194526
2022,1,,Monthly,OREGON,MORROW,41049,,,,,,273.5657423544198,277.45325680770844,270.8641843317972,1.4702693757855048,74.86581483033096,5.21049099287809,2.7536338500209467,0.7746300795978215,1.0030188521156265,1305.3001256807709,0.1721206535400083
2022,1,,Monthly,OREGON,MULTNOMAH,41051,,,,,,277.0208525345622,280.66187250384024,274.34954224270354,6.239826420890937,78.55975422427035,6.019778801843319,3.607694316436252,-1.1441443932411677,0.8163548387096774,1150.2096774193549,0.1762181259600614
2022,1,,Monthly,OREGON,POLK,41053,,,,,,277.8771443932412,281.7248617511521,274.94095391705065,4.325685099846391,78.0353302611367,5.445522273425499,2.9859877112135176,0.2600675883256528,0.8788694316436252,1322.29400921659,0.1944116743471582
2022,1,,Monthly,OREGON,SHERMAN,41055,,,,,,273.92926061120545,278.0527096774194,271.403611205433,1.40716298811545,80.02903225806452,4.69569779286927,2.3810110356536502,0.3524329371816638,0.4318259762308998,1310.883191850594,0.1445500848896434
2022,1,,Monthly,OREGON,TILLAMOOK,41057,,,,,,278.6891579301075,281.8258857526882,276.097811827957,6.88828561827957,73.03064516129032,6.96997311827957,3.393617607526882,0.2081612903225806,1.7127654569892472,1303.4632392473118,0.2534220430107526
2022,1,,Monthly,OREGON,UMATILLA,41059,,,,,,272.78199091322125,276.462704679691,269.9490038618809,2.148781690140845,71.26033621081326,5.591318718764199,2.606979100408905,0.6548362108132667,1.3264209450249886,1338.0846887778282,0.181363243980009
2022,1,,Monthly,OREGON,UNION,41061,,,,,,270.04185923753664,273.6468709677419,267.2311225154773,2.7346829586184427,65.9811339198436,6.765705767350929,2.6158755294884326,0.7120824372759856,1.4846148582600196,1657.634213098729,0.169952101661779
2022,1,,Monthly,OREGON,WALLOWA,41063,,,,,,270.6351799660442,274.2921067184089,267.8815124909047,1.903810817365996,62.453068154256606,6.15308707252001,2.341140916808149,1.1121477079796265,1.20849842347805,1727.7621634731993,0.2010157652195003
2022,1,,Monthly,OREGON,WASCO,41065,,,,,,273.6034498040398,277.8932764546277,270.7613023816702,2.580306903828761,72.32830871269219,5.106350618028339,2.011660235152246,0.7516508893578535,0.5343044920108532,1524.8187518842326,0.1894262888151944
2022,1,,Monthly,OREGON,WASHINGTON,41067,,,,,,277.256688172043,281.06457467144565,274.58437395459976,5.029293906810036,78.90119474313023,4.963215053763441,2.596322580645161,-0.0507431302270011,0.9755985663082436,1227.5799283154122,0.1753285543608124
2022,1,,Monthly,OREGON,WHEELER,41069,,,,,,274.5218192524322,279.4536610343062,271.26251152073735,0.8288371735791091,59.933077316948285,5.869615463389657,2.1935596518177163,0.2981490015360983,0.8460957501280082,1917.3119303635435,0.2932662570404506
2022,1,,Monthly,OREGON,YAMHILL,41071,,,,,,277.6285905707196,281.4411476426799,274.8640744416873,4.462079404466501,78.35037220843672,5.187018610421837,2.907471464019851,0.0505744416873449,0.7030930521091812,1285.4286600496278,0.1866464019851116
2022,2,,Monthly,OREGON,BAKER,41001,,,,,,272.06857671026154,275.28714235412474,269.9919942152917,0.2595035211267605,76.03870724346078,3.3039869215291757,1.6474288229376255,0.5277208249496982,-0.3921876257545271,1622.4599597585511,0.1191305331991951
2022,2,,Monthly,OREGON,BENTON,41003,,,,,,278.04865773809524,281.02950595238093,275.9711622023809,1.2244464285714285,83.53764880952382,3.195864583333333,2.0717008928571428,0.3789791666666666,-0.1704285714285714,1170.0385416666668,0.1381785714285714
2022,2,,Monthly,OREGON,CLACKAMAS,41005,,,,,,276.4123951175407,279.2130348101266,274.4927165461121,2.8924439421338155,80.33042495479204,4.045907775768535,2.1015605786618443,0.5811107594936709,0.2323865280289331,1094.1656871609405,0.1475483725135624
2022,2,,Monthly,OREGON,CLATSOP,41007,,,,,,278.4099132653061,280.4017775510204,276.92438877551024,4.305747959183673,84.33857142857143,4.070189795918368,2.6898367346938774,0.6052418367346938,0.5231204081632653,974.6234693877552,0.1350499999999999
2022,2,,Monthly,OREGON,COLUMBIA,41009,,,,,,277.69870652173915,280.349100931677,275.8729704968944,3.000810559006211,84.44208074534161,3.112473602484472,1.786827639751553,0.3021133540372671,0.4034642857142857,909.4358695652172,0.1242639751552795
2022,2,,Monthly,OREGON,COOS,41011,,,,,,279.2183989010989,282.1799868131868,277.1372478021978,0.5938604395604395,80.6501098901099,3.6613587912087913,2.554246153846154,-0.248576923076923,-0.1310104395604395,1538.6597252747254,0.191839010989011
2022,2,,Monthly,OREGON,CROOK,41013,,,,,,274.70815532879817,279.5176490929705,271.6654787414966,0.0491014739229024,69.47474489795918,3.9586740362811783,2.1125209750566896,0.7813792517006803,-0.1362131519274376,1700.8933390022676,0.2211196145124716
2022,2,,Monthly,OREGON,CURRY,41015,,,,,,278.996817805383,282.0231345755694,276.8623788819875,1.094753105590062,75.26283643892339,4.273002587991718,2.4323053830227743,-0.3935786749482401,-0.3835165631469979,1777.4007763975155,0.2465408902691511
2022,2,,Monthly,OREGON,DESCHUTES,41017,,,,,,274.28084543325525,278.7530927985948,271.3899833138173,0.3764458430913349,73.16478337236533,4.1128442622950825,2.021287763466042,0.9446282201405152,-0.0779423302107728,1699.8263758782202,0.1859704332552693
2022,2,,Monthly,OREGON,DOUGLAS,41019,,,,,,277.7563927077107,281.07891870890614,275.55346428571426,0.4808776150627615,77.28820980274955,3.0887434249850565,1.4916380753138074,0.1829554692169754,-0.1042214584578601,1626.693469814704,0.1984937238493724
2022,2,,Monthly,OREGON,GILLIAM,41021,,,,,,276.3803881733021,280.374706088993,273.72520784543326,0.2390040983606557,72.94847775175644,3.9637962529274,2.481279274004684,1.1509607728337237,-0.1152096018735363,1592.6459601873537,0.2147406323185011
2022,2,,Monthly,OREGON,GRANT,41023,,,,,,273.57465554254486,277.5259174473068,271.09424785323966,0.3398573380171741,72.15044886807182,3.793545277127244,1.7757125292740048,0.6629728727556596,-0.3184080796252927,1533.0401053864168,0.1765136612021857
2022,2,,Monthly,OREGON,HARNEY,41025,,,,,,274.1689104145255,278.9716443131209,271.03726567317574,0.0423019869818431,69.79665981500514,3.429406474820144,2.069463343610826,0.8593586844809866,-0.4744791880781089,1891.651712915382,0.20275
2022,2,,Monthly,OREGON,HOOD RIVER,41027,,,,,,275.2028392857143,278.0495555555556,273.01352777777777,3.928543650793651,78.46170634920634,4.943057539682539,2.0429146825396822,0.9690793650793652,-0.1589563492063491,1338.5964285714283,0.144656746031746
2022,2,,Monthly,OREGON,JACKSON,41029,,,,,,277.22975252525254,281.2733156565656,274.5016681096681,0.3649011544011544,70.16067821067821,2.7062932900432903,1.2320429292929294,0.1635710678210678,-0.1625443722943723,1891.894733044733,0.2594642857142857
2022,2,,Monthly,OREGON,JEFFERSON,41031,,,,,,275.448160430839,279.5062307256236,272.760126984127,0.655655328798186,72.59444444444445,4.01205328798186,1.8796797052154195,0.8111751700680272,0.0444659863945578,1624.0603741496598,0.2078010204081632
2022,2,,Monthly,OREGON,JOSEPHINE,41033,,,,,,278.0530702764977,281.80347350230414,275.68235829493085,0.4281059907834101,73.49729262672811,3.351934331797235,1.3565092165898618,0.0361584101382488,-0.1828087557603686,1848.709504608295,0.245147465437788
2022,2,,Monthly,OREGON,KLAMATH,41035,,,,,,273.76698906705536,278.10334052478134,270.80873498542275,0.2811644314868805,72.65784256559766,3.1202278425655976,1.5052182215743442,0.4265925655976676,-0.2903581632653061,1973.4048396501455,0.170450583090379
2022,2,,Monthly,OREGON,LAKE,41037,,,,,,274.164496078847,278.94524470114453,271.0896111699873,0.0554742475625265,69.94854811360746,3.5551546206019498,2.0462850784230606,0.8621034336583298,-0.3566251589656634,1955.6604069520984,0.2031243111487918
2022,2,,Monthly,OREGON,LANE,41039,,,,,,277.4392847938144,280.4926266568483,275.39352466863033,0.7507974963181149,78.45957290132549,3.210387702503682,1.632446612665685,0.304566826215022,-0.0456566642120765,1466.8097201767305,0.1814081369661266
2022,2,,Monthly,OREGON,LINCOLN,41041,,,,,,278.69811111111113,281.1943482142857,276.7527123015873,1.865169642857143,82.58958333333334,3.825051587301588,2.5962341269841267,0.1616587301587301,0.4141259920634921,1070.8277777777778,0.1544424603174603
2022,2,,Monthly,OREGON,LINN,41043,,,,,,276.9949209183673,279.9094435131195,274.9118185131195,1.6536337463556852,79.05200437317785,3.325337463556852,1.821908527696793,0.480304664723032,0.0454752186588921,1313.760495626822,0.1682700437317784
2022,2,,Monthly,OREGON,MALHEUR,41045,,,,,,273.5439557780929,277.59991013824884,270.85721632399856,0.119671393123006,73.66182204891882,2.973087291740518,1.795663594470046,0.5300118752215526,-0.4583908188585608,1847.1373183268345,0.161339861751152
2022,2,,Monthly,OREGON,MARION,41047,,,,,,276.98915854978355,279.96361255411256,275.0211130952381,2.2043885281385283,80.59756493506492,3.5913896103896104,2.3004935064935066,0.5740844155844156,0.2349063852813853,1153.6642316017317,0.1518538961038961
2022,2,,Monthly,OREGON,MORROW,41049,,,,,,275.7662435064935,279.5672852504638,273.3130705009276,0.4939443413729127,74.35691094619666,4.1188645640074215,2.563112244897959,1.2812073283858998,0.1341632653061224,1406.8682745825604,0.1986660482374768
2022,2,,Monthly,OREGON,MULTNOMAH,41051,,,,,,277.41243537414965,280.0510833333333,275.59700850340136,3.3081360544217686,83.37636054421769,3.65771768707483,2.511091836734694,0.0596938775510203,0.2174404761904761,954.4219387755102,0.1292363945578231
2022,2,,Monthly,OREGON,POLK,41053,,,,,,277.785137755102,280.6380663265306,275.69775,2.514025510204082,82.82857142857142,3.2772959183673467,2.2296666666666667,0.4397465986394557,-0.0866700680272108,1074.4744897959183,0.1389591836734693
2022,2,,Monthly,OREGON,SHERMAN,41055,,,,,,276.41937593984966,280.2514595864662,273.78904511278193,0.1641588345864661,74.3281015037594,3.977961466165414,2.3377377819548872,0.9800516917293234,-0.1352678571428571,1630.836372180451,0.1994454887218045
2022,2,,Monthly,OREGON,TILLAMOOK,41057,,,,,,277.83255505952377,280.04308110119047,276.1634561011905,4.082119791666666,83.50662202380951,4.196229910714286,2.3570424107142856,0.4279590773809524,0.3536130952380952,990.146875,0.1363839285714286
2022,2,,Monthly,OREGON,UMATILLA,41059,,,,,,274.9073528672032,278.34541775653923,272.568564889336,1.0769939637826962,75.9783953722334,4.043574446680081,2.234005281690141,1.0932691146881286,0.4390030181086519,1278.1442152917507,0.1731287726358149
2022,2,,Monthly,OREGON,UNION,41061,,,,,,272.2093441558442,275.2066093073593,270.1196352813853,1.4017795815295817,77.9738455988456,4.17326443001443,1.911871212121212,0.8344411976911976,0.1748441558441558,1363.423088023088,0.1136161616161616
2022,2,,Monthly,OREGON,WALLOWA,41063,,,,,,272.5680980128894,275.5225982814178,270.5329320622986,0.8065767991407089,75.74602577873254,3.80740843179377,1.726907894736842,0.8904656283566058,0.2050357142857143,1454.0682599355532,0.1325542427497314
2022,2,,Monthly,OREGON,WASCO,41065,,,,,,275.76475901201604,279.3802833778371,273.27708578104136,0.7580220293724967,75.92566755674233,3.9827950600801065,1.9479516021361816,0.8939726301735648,-0.1286568758344459,1548.1845794392525,0.177562082777036
2022,2,,Monthly,OREGON,WASHINGTON,41067,,,,,,277.6022724867725,280.3443611111111,275.71379497354496,2.966042328042328,83.84880952380952,3.174169312169312,2.0502050264550262,0.2581997354497354,0.2185873015873016,995.6787037037036,0.1265595238095238
2022,2,,Monthly,OREGON,WHEELER,41069,,,,,,275.27080612244896,279.28032766439907,272.80067800453514,0.1350623582766439,70.52227891156463,4.067448979591837,1.9514297052154197,0.7139149659863946,-0.1756513605442176,1523.711678004535,0.219172902494331
2022,2,,Monthly,OREGON,YAMHILL,41071,,,,,,277.7424945054945,280.55434478021976,275.8073585164835,2.593662087912088,83.09642857142856,3.274826923076924,2.253997252747253,0.3645206043956043,0.0217335164835164,1014.7300824175824,0.1356565934065934
2022,3,,Monthly,OREGON,BAKER,41001,,,,,,276.7373037255793,282.28031440254426,273.1126590186279,0.2507996365288505,63.074170831440256,5.391226942298955,2.509485006815084,0.6414509313948206,-0.8942492049068606,3321.2859095865515,0.3299129940935938
2022,3,,Monthly,OREGON,BENTON,41003,,,,,,281.03813440860216,285.76225,277.91750806451614,1.975970430107527,80.04032258064517,4.844608870967742,2.5603655913978494,1.054138440860215,0.2648037634408602,2275.54011827957,0.2238293010752688
2022,3,,Monthly,OREGON,CLACKAMAS,41005,,,,,,278.8127995100041,283.21497917517354,276.0372180481829,3.661520212331564,77.82013066557779,5.4105651286239285,2.3734066966108616,1.1161106574111883,0.5151964066966108,2103.98352919559,0.2159526337280523
2022,3,,Monthly,OREGON,CLATSOP,41007,,,,,,280.31219723502306,283.5133253456221,278.0378193548387,3.570224884792627,83.28691244239631,5.46089861751152,3.262207373271889,1.2446175115207374,0.9221456221198155,1812.1059585253456,0.1713714285714285
2022,3,,Monthly,OREGON,COLUMBIA,41009,,,,,,280.5537349228612,284.9562664796634,277.6023534361851,2.6086437587657785,80.32159887798036,4.791669004207574,2.3586465638148666,0.5543366058906031,0.3146900420757363,2049.8614600280503,0.2128330995792426
2022,3,,Monthly,OREGON,COOS,41011,,,,,,281.2842665012407,285.3668724565757,278.5718129032258,1.740086848635236,81.51528535980148,4.991327543424317,3.019966253101737,0.7505240694789083,-0.1518297766749379,2705.0187617866004,0.209072952853598
2022,3,,Monthly,OREGON,CROOK,41013,,,,,,277.695003328213,285.1158205325141,272.66240911418333,0.0935079365079365,57.77283666154634,5.788899385560676,2.885846646185356,1.2711254480286738,-0.3867122375832053,3241.278372247824,0.4263102918586789
2022,3,,Monthly,OREGON,CURRY,41015,,,,,,280.6068924731183,284.88585039738194,277.9281351098644,2.01181533426835,76.29784946236559,5.403729780271155,2.7873740065451145,0.2618709677419354,-0.2047578307620383,3177.9434749883126,0.2554885460495559
2022,3,,Monthly,OREGON,DESCHUTES,41017,,,,,,276.8092062400846,283.67728106821784,272.26378133262824,0.5973728186144898,64.75042305658381,6.015472236911687,2.6874709148598623,1.4111052353252247,-0.1575872554204125,3147.785810153358,0.3364101004759386
2022,3,,Monthly,OREGON,DOUGLAS,41019,,,,,,280.09553920907007,285.31852112295854,276.84328154946684,1.3505396139829935,74.69302200026993,4.459531650695101,1.872745984613308,0.7162020515589149,-0.1552758806856526,2916.412155891483,0.2734019435821298
2022,3,,Monthly,OREGON,GILLIAM,41021,,,,,,280.65746218931787,286.6329846641989,276.799430460074,0.8441168693812797,63.88963511369646,5.505451084082496,3.126425171866737,1.94037334743522,-0.2499571655208884,3150.930601269169,0.4200777366472765
2022,3,,Monthly,OREGON,GRANT,41023,,,,,,276.8242384981492,283.4816451612903,272.6686871144016,0.418771196897585,61.43886832363829,5.609967213114754,2.4423759915388685,1.020683941477173,-0.5621013573065398,2995.9873084787587,0.3668140313766966
2022,3,,Monthly,OREGON,HARNEY,41025,,,,,,278.0846781929295,285.76569900208864,272.7740121451226,0.0262093293107449,52.45857507542353,5.969798793223486,3.339526494933086,1.6545796395141952,-0.5997176452386478,3695.05004246925,0.4955050669142106
2022,3,,Monthly,OREGON,HOOD RIVER,41027,,,,,,277.8106792114695,282.1891684587814,275.0546164874552,3.782035842293907,73.26810035842294,6.3415501792114695,2.3068315412186378,1.5788387096774192,-0.1513566308243727,2505.759759856631,0.2391523297491039
2022,3,,Monthly,OREGON,JACKSON,41029,,,,,,279.8353564679049,286.0674020853698,275.7526220267188,0.9482235255783644,64.75193874226133,4.056790811339198,1.628428478331704,0.5700971000325838,-0.3094428152492668,3347.894210817856,0.396030954708374
2022,3,,Monthly,OREGON,JEFFERSON,41031,,,,,,278.30364618535583,284.44342140296976,274.3951449052739,0.8397235023041475,65.47101894521249,5.587710701484896,2.345826932923707,1.131477214541731,-0.0958156682027649,3006.687486431132,0.3470430107526882
2022,3,,Monthly,OREGON,JOSEPHINE,41033,,,,,,280.4075254942768,286.1522611862643,276.85127055150883,1.1112029136316337,69.10504682622268,4.79718262226847,1.7417887617065555,0.4771404786680541,-0.16025494276795,3450.0548720083243,0.3537424557752341
2022,3,,Monthly,OREGON,KLAMATH,41035,,,,,,276.5450737327189,283.46314114549045,271.82261579986834,0.6289917050691244,63.68645161290322,5.251430019749835,2.3064963791968403,0.9918772876892692,-0.1245855167873601,3547.880344305464,0.3335786701777485
2022,3,,Monthly,OREGON,LAKE,41037,,,,,,277.3567264286398,284.8225819852589,272.21641523882454,0.1424210778213841,55.66517660572413,6.1001602373887245,3.235303340671963,1.56735091413803,-0.2378421556427682,3567.5055172776874,0.439075141188858
2022,3,,Monthly,OREGON,LANE,41039,,,,,,279.7040141336881,284.591722979714,276.61771483205854,1.6417760226139009,76.89757233122714,4.516871300299302,1.937079647489192,0.8182244762221482,0.0377963086132357,2629.94433455271,0.2378787828400399
2022,3,,Monthly,OREGON,LINCOLN,41041,,,,,,280.8103154121864,284.3040940860215,278.4487078853047,2.630456989247312,82.68288530465951,5.460043010752688,3.269120071684588,0.9940555555555556,0.6489829749103943,2002.0824569892472,0.1828037634408602
2022,3,,Monthly,OREGON,LINN,41043,,,,,,279.4137952600395,284.182935154707,276.4167689269256,2.5606217906517443,76.91300197498354,4.674199802501645,2.178602699144174,0.8884216589861752,0.375425279789335,2431.177365371955,0.2343206056616194
2022,3,,Monthly,OREGON,MALHEUR,41045,,,,,,278.69417137597054,285.8192083566797,273.9203340270552,0.2033578804130313,54.508236612503005,5.619436884655407,3.2102043544384853,1.0921503241815418,-0.8653846954294405,3737.623688545585,0.4840119266789402
2022,3,,Monthly,OREGON,MARION,41047,,,,,,279.61667644183774,284.3434247311828,276.6117380254155,3.049712609970675,77.44970674486804,5.135099217986315,2.8089281524926686,1.1404193548387096,0.783455522971652,2283.0715063538614,0.2344330400782013
2022,3,,Monthly,OREGON,MORROW,41049,,,,,,279.8302191034772,285.7598211143695,275.9877431922916,1.1565936321742774,66.06937578550482,5.428326770004189,3.089696690406368,1.8306204440720568,0.1205060745705907,3075.579396313364,0.3800506912442396
2022,3,,Monthly,OREGON,MULTNOMAH,41051,,,,,,280.741311827957,285.1496574500768,277.79042703533025,3.66957910906298,79.24193548387096,4.764428571428572,2.64121044546851,0.890199692780338,0.5161536098310292,1994.2230368663595,0.2323149001536098
2022,3,,Monthly,OREGON,POLK,41053,,,,,,280.6720476190476,285.22385560675883,277.6048141321044,3.321334869431644,78.41996927803379,5.001494623655914,2.815310291858679,1.207711213517665,0.4323533026113671,2169.064880184332,0.2336635944700461
2022,3,,Monthly,OREGON,SHERMAN,41055,,,,,,280.61713412563665,286.5350220713073,276.7594261460102,0.5244414261460102,64.3343803056027,5.570848896434635,2.96087351443124,1.8358913412563669,-0.3990899830220712,3083.5987996604413,0.4099235993208828
2022,3,,Monthly,OREGON,TILLAMOOK,41057,,,,,,279.7548172043011,283.12832728494624,277.52928965053763,3.622816532258065,81.69852150537633,5.504475806451612,2.836540994623656,1.013075940860215,0.6374569892473119,1874.7501989247312,0.1797600806451613
2022,3,,Monthly,OREGON,UMATILLA,41059,,,,,,278.9112530667878,284.6464084507042,275.3186117673785,1.29410086324398,67.39575193094048,5.120320990458882,2.6193811903680144,1.3962869150386188,0.2865056792367106,2931.54174784189,0.343643798273512
2022,3,,Monthly,OREGON,UNION,41061,,,,,,275.6174786575432,280.75719485174324,272.4450192245031,1.0658452264581295,70.26878462039753,5.51638514173998,2.345302052785924,0.877911045943304,-0.2020218312153796,2809.8847354187037,0.2400061909416748
2022,3,,Monthly,OREGON,WALLOWA,41063,,,,,,275.95800679117144,281.0882536987631,272.7753727868057,0.6912073732718894,66.37288382245939,5.219076885762794,2.1732454523405287,1.011222168324036,-0.0024462769827795,2883.422447489692,0.2860116420082464
2022,3,,Monthly,OREGON,WASCO,41065,,,,,,279.14337564063914,284.7385477841423,275.59934368405186,0.961449804039795,67.70205004522158,5.56498613204703,2.46779137775098,1.4454006632499248,-0.3102405788362978,2886.2444464877904,0.3383198673500151
2022,3,,Monthly,OREGON,WASHINGTON,41067,,,,,,280.5902915173237,285.1041230585424,277.5166284348865,2.7949749103942656,78.17359617682199,4.617480286738352,2.4841385902031066,0.7999020310633215,0.4594814814814815,2090.278421744325,0.2374384707287933
2022,3,,Monthly,OREGON,WHEELER,41069,,,,,,278.2902324628776,284.66773630312343,274.4393548387096,0.355926779313876,62.30773169482847,5.402241679467486,2.4128064516129037,1.0464905273937533,-0.5883778801843318,3087.9529242191497,0.3814925755248335
2022,3,,Monthly,OREGON,YAMHILL,41071,,,,,,280.6373399503722,285.1042816377171,277.6305521091812,2.8983374689826302,77.84727047146403,4.622018610421836,2.6777071960297767,1.026935483870968,0.4790099255583126,2114.95811662531,0.2412952853598015
2022,4,,Monthly,OREGON,BAKER,41001,,,,,,275.96278028169013,282.2685997652582,271.6676737089202,1.2842223004694835,59.17255868544601,6.661109154929577,3.1499333333333333,0.9929138497652582,-0.6013685446009389,4124.082276995305,0.369131455399061
2022,4,,Monthly,OREGON,BENTON,41003,,,,,,280.47111944444447,285.4864791666667,276.8035361111111,2.958183333333333,75.68694444444444,5.5435638888888885,2.674015277777777,1.470523611111111,0.3106888888888889,3455.1368055555554,0.2819805555555555
